step,rewards,qf_loss,actor_loss,observations,action
58361,[-6144.415],10820057088.0,221311.5625,[0.         3.14159265 0.         0.        ],[20.551336]
60058,[-5261.2617],13884411904.0,264072.125,[0.         3.14159265 0.         0.        ],[12.860944]
61756,[-4060.5422],31062812672.0,298449.4375,[0.         3.14159265 0.         0.        ],[50.90183]
63681,[-10733.011],24883752960.0,174277.625,[0.         3.14159265 0.         0.        ],[86.08661]
65019,[-11140.035],11860490240.0,80285.078125,[0.         3.14159265 0.         0.        ],[99.99999]
65872,[-12967.365],11644183552.0,15649.3623046875,[0.         3.14159265 0.         0.        ],[100.]
66372,[-13121.732],12982663168.0,-160219.375,[0.         3.14159265 0.         0.        ],[100.]
66910,[-17895.445],47745400832.0,-515181.25,[0.         3.14159265 0.         0.        ],[100.]
67510,[-16845.361],345572868096.0,-1464943.75,[0.         3.14159265 0.         0.        ],[100.]
68110,[-16809.562],1934999289856.0,-3640645.0,[0.         3.14159265 0.         0.        ],[100.]
68710,[-16790.873],12853771763712.0,-8593408.0,[0.         3.14159265 0.         0.        ],[100.]
69310,[-16791.264],71942530924544.0,-18244808.0,[0.         3.14159265 0.         0.        ],[100.]
69910,[-16790.873],355510884761600.0,-35530288.0,[0.         3.14159265 0.         0.        ],[100.]
70510,[-16790.867],1080306010423296.0,-58970244.0,[0.         3.14159265 0.         0.        ],[100.]
71110,[-16790.867],3297221160206336.0,-89210000.0,[0.         3.14159265 0.         0.        ],[100.]
71710,[-16790.867],6542176863387648.0,-126090000.0,[0.         3.14159265 0.         0.        ],[100.]
72310,[-16790.867],1.2628391408697344e+16,-171019104.0,[0.         3.14159265 0.         0.        ],[100.]
72910,[-16790.89],2.4110975737135104e+16,-223558592.0,[0.         3.14159265 0.         0.        ],[100.]
73510,[-16790.898],3.582509531004928e+16,-287005792.0,[0.         3.14159265 0.         0.        ],[100.]
74110,[-16790.867],5.758073675186176e+16,-344578432.0,[0.         3.14159265 0.         0.        ],[100.]
74710,[-16790.867],8.78006248627241e+16,-414254592.0,[0.         3.14159265 0.         0.        ],[100.]
75310,[-16790.867],1.2421921593360384e+17,-502689024.0,[0.         3.14159265 0.         0.        ],[100.]
75910,[-16790.867],2.0098732394335437e+17,-595112576.0,[0.         3.14159265 0.         0.        ],[100.]
76510,[-16790.873],2.65050179957162e+17,-696259968.0,[0.         3.14159265 0.         0.        ],[100.]
77110,[-16790.867],3.4338675848380416e+17,-790015296.0,[0.         3.14159265 0.         0.        ],[100.]
77710,[-16790.873],4.737915863171072e+17,-915819136.0,[0.         3.14159265 0.         0.        ],[100.]
78310,[-16790.867],6.001968718848983e+17,-1019603392.0,[0.         3.14159265 0.         0.        ],[100.]
78910,[-16790.867],6.766063329455636e+17,-1165286528.0,[0.         3.14159265 0.         0.        ],[100.]
79510,[-16790.873],9.376349288650506e+17,-1298416256.0,[0.         3.14159265 0.         0.        ],[100.]
80110,[-16790.867],1.3190280247498506e+18,-1465930368.0,[0.         3.14159265 0.         0.        ],[100.]
80710,[-16790.867],1.47896546002731e+18,-1618360960.0,[0.         3.14159265 0.         0.        ],[100.]
81310,[-16790.867],1.873103957262336e+18,-1813995520.0,[0.         3.14159265 0.         0.        ],[100.]
81910,[-16790.867],2.0280915286305014e+18,-1935870464.0,[0.         3.14159265 0.         0.        ],[100.]
82510,[-16790.867],2.701064387963126e+18,-2187476480.0,[0.         3.14159265 0.         0.        ],[100.]
83110,[-16790.867],2.925879056593322e+18,-2328585472.0,[0.         3.14159265 0.         0.        ],[100.]
83710,[-16790.867],3.746100437263057e+18,-2631073280.0,[0.         3.14159265 0.         0.        ],[100.]
84310,[-16790.867],4.3747621533625876e+18,-2841739776.0,[0.         3.14159265 0.         0.        ],[100.]
84910,[-16790.867],4.882072970127737e+18,-3008430080.0,[0.         3.14159265 0.         0.        ],[100.]
85510,[-16790.867],5.500103508298301e+18,-3267694592.0,[0.         3.14159265 0.         0.        ],[100.]
86110,[-16790.867],6.99910839237555e+18,-3546715136.0,[0.         3.14159265 0.         0.        ],[100.]
86710,[-16790.867],7.57710846095786e+18,-3776190464.0,[0.         3.14159265 0.         0.        ],[100.]
87310,[-16790.867],9.458359661943063e+18,-4135636736.0,[0.         3.14159265 0.         0.        ],[100.]
87910,[-16790.867],1.1621134218150543e+19,-4413609984.0,[0.         3.14159265 0.         0.        ],[100.]
88510,[-16790.867],1.1735905639904313e+19,-4697497600.0,[0.         3.14159265 0.         0.        ],[100.]
89110,[-16790.867],1.3227685633075446e+19,-4924851712.0,[0.         3.14159265 0.         0.        ],[100.]
89710,[-16790.936],1.4181778051985048e+19,-5468930048.0,[0.         3.14159265 0.         0.        ],[100.]
90310,[-16790.867],1.6346377797494637e+19,-5744654336.0,[0.         3.14159265 0.         0.        ],[100.]
90910,[-16790.895],2.1076393257303278e+19,-6018269184.0,[0.         3.14159265 0.         0.        ],[100.]
91510,[-16790.867],2.076587358143329e+19,-6423484928.0,[0.         3.14159265 0.         0.        ],[100.]
92110,[-16790.867],2.4285212389851267e+19,-6810510336.0,[0.         3.14159265 0.         0.        ],[100.]
92710,[-16790.867],2.7173121461646787e+19,-7196843008.0,[0.         3.14159265 0.         0.        ],[100.]
93310,[-16790.867],3.0697616979599032e+19,-7843769344.0,[0.         3.14159265 0.         0.        ],[100.]
93910,[-16790.867],3.223172377239303e+19,-8009929728.0,[0.         3.14159265 0.         0.        ],[100.]
94510,[-16790.867],3.858097901131111e+19,-8391647744.0,[0.         3.14159265 0.         0.        ],[100.]
95110,[-16791.219],4.259448232571673e+19,-8881453056.0,[0.         3.14159265 0.         0.        ],[100.]
95710,[-16790.867],4.794162727391697e+19,-9588328448.0,[0.         3.14159265 0.         0.        ],[100.]
96310,[-16790.867],5.084169914333895e+19,-10117500928.0,[0.         3.14159265 0.         0.        ],[100.]
96910,[-16791.178],5.7371144546840216e+19,-10301853696.0,[0.         3.14159265 0.         0.        ],[100.]
97510,[-16791.004],5.296247235536539e+19,-11162984448.0,[0.         3.14159265 0.         0.        ],[100.]
98110,[-16790.867],6.67879646594859e+19,-11608287232.0,[0.         3.14159265 0.         0.        ],[100.]
98710,[-16790.867],6.921094084142983e+19,-12042332160.0,[0.         3.14159265 0.         0.        ],[100.]
99310,[-16790.867],7.894146921366605e+19,-12728957952.0,[0.         3.14159265 0.         0.        ],[100.]
99910,[-16790.867],9.359853095796657e+19,-13425507328.0,[0.         3.14159265 0.         0.        ],[100.]
100510,[-16790.867],9.304507198891622e+19,-13885827072.0,[0.         3.14159265 0.         0.        ],[100.]
101110,[-16790.867],9.679574364577176e+19,-14228033536.0,[0.         3.14159265 0.         0.        ],[100.]
101710,[-16790.867],1.0001912471031801e+20,-15169082368.0,[0.         3.14159265 0.         0.        ],[100.]
102310,[-16790.904],1.2053749822433893e+20,-15865417728.0,[0.         3.14159265 0.         0.        ],[100.]
102910,[-16790.887],1.2969018485766724e+20,-16168540160.0,[0.         3.14159265 0.         0.        ],[100.]
103510,[-16791.133],1.4650459396878054e+20,-17006364672.0,[0.         3.14159265 0.         0.        ],[100.]
104110,[-16790.957],1.4721358545464957e+20,-18084986880.0,[0.         3.14159265 0.         0.        ],[100.]
104710,[-16790.867],1.7335320776762878e+20,-18713116672.0,[0.         3.14159265 0.         0.        ],[100.]
105310,[-16790.867],1.862682472693461e+20,-19698139136.0,[0.         3.14159265 0.         0.        ],[100.]
105910,[-16790.867],2.002047066849883e+20,-19943772160.0,[0.         3.14159265 0.         0.        ],[100.]
106510,[-16790.867],2.0724342828228936e+20,-20837206016.0,[0.         3.14159265 0.         0.        ],[100.]
107110,[-16791.86],2.222293671485972e+20,-21876961280.0,[0.         3.14159265 0.         0.        ],[100.]
107710,[-16790.867],2.3801921614057675e+20,-22670262272.0,[0.         3.14159265 0.         0.        ],[100.]
108310,[-16790.867],2.5485977603624508e+20,-23500109824.0,[0.         3.14159265 0.         0.        ],[100.]
108910,[-16790.867],2.7341965545840627e+20,-24372768768.0,[0.         3.14159265 0.         0.        ],[100.]
109510,[-16790.867],2.8452357940685098e+20,-24763852800.0,[0.         3.14159265 0.         0.        ],[100.]
110110,[-16790.871],3.487007361139967e+20,-26054766592.0,[0.         3.14159265 0.         0.        ],[100.]
110710,[-16790.867],3.2449916577269364e+20,-27116761088.0,[0.         3.14159265 0.         0.        ],[100.]
111310,[-16790.898],3.2837792613613856e+20,-27280646144.0,[0.         3.14159265 0.         0.        ],[100.]
111910,[-16790.867],3.8998150435466065e+20,-28972890112.0,[0.         3.14159265 0.         0.        ],[100.]
112510,[-16790.867],3.579658016317768e+20,-29598193664.0,[0.         3.14159265 0.         0.        ],[100.]
113110,[-16790.867],4.05915837970623e+20,-31082405888.0,[0.         3.14159265 0.         0.        ],[100.]
113710,[-16790.867],4.535295820810441e+20,-32673976320.0,[0.         3.14159265 0.         0.        ],[100.]
114310,[-16790.867],5.256450544110582e+20,-32953360384.0,[0.         3.14159265 0.         0.        ],[100.]
114910,[-16790.867],5.5639151609520954e+20,-34075787264.0,[0.         3.14159265 0.         0.        ],[100.]
115510,[-16790.867],5.3771076076273716e+20,-35081408512.0,[0.         3.14159265 0.         0.        ],[100.]
116110,[-16790.867],6.565659974004858e+20,-36747259904.0,[0.         3.14159265 0.         0.        ],[100.]
116710,[-16790.867],5.45266675037558e+20,-37590900736.0,[0.         3.14159265 0.         0.        ],[100.]
117310,[-16790.867],5.994483210701735e+20,-38213926912.0,[0.         3.14159265 0.         0.        ],[100.]
117910,[-16790.867],7.710023935632259e+20,-40448999424.0,[0.         3.14159265 0.         0.        ],[100.]
118510,[-16790.867],7.566542066254002e+20,-41413197824.0,[0.         3.14159265 0.         0.        ],[100.]
119110,[-16790.867],7.851075972274061e+20,-42530316288.0,[0.         3.14159265 0.         0.        ],[100.]
119710,[-16790.867],7.74664171903999e+20,-43340152832.0,[0.         3.14159265 0.         0.        ],[100.]
120310,[-16790.867],8.665093160671977e+20,-44064305152.0,[0.         3.14159265 0.         0.        ],[100.]
120910,[-16790.867],7.942126794052983e+20,-45721829376.0,[0.         3.14159265 0.         0.        ],[100.]
121510,[-16790.867],1.0365966224566109e+21,-47809282048.0,[0.         3.14159265 0.         0.        ],[100.]
122110,[-16790.867],9.601193083343722e+20,-48981450752.0,[0.         3.14159265 0.         0.        ],[100.]
122612,[-14024.689],9.748662045767086e+20,-51326087168.0,[0.         3.14159265 0.         0.        ],[100.]
123012,[-14024.689],1.0372616070890898e+21,-51727392768.0,[0.         3.14159265 0.         0.        ],[100.]
123412,[-14024.689],1.263002145873734e+21,-53620965376.0,[0.         3.14159265 0.         0.        ],[100.]
123812,[-14024.689],1.182502976546765e+21,-54163144704.0,[0.         3.14159265 0.         0.        ],[100.]
124212,[-14024.689],1.0837217260074623e+21,-55704616960.0,[0.         3.14159265 0.         0.        ],[100.]
124612,[-14024.689],1.2104193832619512e+21,-55997734912.0,[0.         3.14159265 0.         0.        ],[100.]
125012,[-14024.689],1.3979188724481739e+21,-58212884480.0,[0.         3.14159265 0.         0.        ],[100.]
125412,[-14024.689],1.261299503739611e+21,-59300212736.0,[0.         3.14159265 0.         0.        ],[100.]
125812,[-14024.689],1.2100505103049718e+21,-58911203328.0,[0.         3.14159265 0.         0.        ],[100.]
126212,[-14024.689],1.406930856777519e+21,-61146038272.0,[0.         3.14159265 0.         0.        ],[100.]
126612,[-14024.689],1.6971889786614542e+21,-62690889728.0,[0.         3.14159265 0.         0.        ],[100.]
127012,[-14024.689],1.7623595837067142e+21,-63545991168.0,[0.         3.14159265 0.         0.        ],[100.]
127412,[-14024.689],1.54554503864603e+21,-65682927616.0,[0.         3.14159265 0.         0.        ],[100.]
127812,[-14024.689],1.3966501239906506e+21,-65638768640.0,[0.         3.14159265 0.         0.        ],[100.]
128212,[-14024.689],1.7172140936670688e+21,-67237101568.0,[0.         3.14159265 0.         0.        ],[100.]
128612,[-14024.689],1.4555183635698706e+21,-67651973120.0,[0.         3.14159265 0.         0.        ],[100.]
129012,[-14024.689],1.8732566431435504e+21,-69506891776.0,[0.         3.14159265 0.         0.        ],[100.]
129412,[-14024.689],2.0501041340486234e+21,-69964513280.0,[0.         3.14159265 0.         0.        ],[100.]
129812,[-14024.689],1.9202951931390633e+21,-71041990656.0,[0.         3.14159265 0.         0.        ],[100.]
130212,[-14024.689],1.8450536949020728e+21,-74227646464.0,[0.         3.14159265 0.         0.        ],[100.]
130612,[-14024.689],2.1282525651075932e+21,-73901481984.0,[0.         3.14159265 0.         0.        ],[100.]
131012,[-14024.689],2.3125552022458246e+21,-75284348928.0,[0.         3.14159265 0.         0.        ],[100.]
131412,[-14024.689],2.0830293879743756e+21,-76451446784.0,[0.         3.14159265 0.         0.        ],[100.]
131812,[-14024.689],2.1154713493651157e+21,-77939703808.0,[0.         3.14159265 0.         0.        ],[100.]
132212,[-14024.689],2.0566785450796542e+21,-79324364800.0,[0.         3.14159265 0.         0.        ],[100.]
132612,[-14024.689],2.1625402986581134e+21,-80502390784.0,[0.         3.14159265 0.         0.        ],[100.]
133012,[-14024.689],2.3681671985569674e+21,-83093602304.0,[0.         3.14159265 0.         0.        ],[100.]
133412,[-14024.689],2.685683075710586e+21,-82052923392.0,[0.         3.14159265 0.         0.        ],[100.]
133812,[-14024.689],2.5980174127390754e+21,-84309803008.0,[0.         3.14159265 0.         0.        ],[100.]
134212,[-14024.689],2.412169618716191e+21,-86481854464.0,[0.         3.14159265 0.         0.        ],[100.]
134612,[-14024.689],2.286107250484138e+21,-87432159232.0,[0.         3.14159265 0.         0.        ],[100.]
135012,[-14024.689],2.9672861235356453e+21,-89339813888.0,[0.         3.14159265 0.         0.        ],[100.]
135412,[-14024.689],2.5450471998218505e+21,-89836601344.0,[0.         3.14159265 0.         0.        ],[100.]
135812,[-14024.689],2.389700597225286e+21,-89861316608.0,[0.         3.14159265 0.         0.        ],[100.]
136212,[-14024.689],2.5067235373177645e+21,-93935648768.0,[0.         3.14159265 0.         0.        ],[100.]
136612,[-14024.689],3.1392631121812054e+21,-94957600768.0,[0.         3.14159265 0.         0.        ],[100.]
137012,[-14024.689],3.043721779361331e+21,-96797032448.0,[0.         3.14159265 0.         0.        ],[100.]
137412,[-14024.689],3.3658057139119865e+21,-97237131264.0,[0.         3.14159265 0.         0.        ],[100.]
137812,[-14024.689],3.520321683852278e+21,-98701066240.0,[0.         3.14159265 0.         0.        ],[100.]
138212,[-14024.689],3.713155405322144e+21,-102975356928.0,[0.         3.14159265 0.         0.        ],[100.]
138612,[-14024.689],3.580141027377803e+21,-103131316224.0,[0.         3.14159265 0.         0.        ],[100.]
139012,[-14024.689],3.8194136164053004e+21,-105079922688.0,[0.         3.14159265 0.         0.        ],[100.]
139412,[-14024.689],3.8069040240153487e+21,-104661950464.0,[0.         3.14159265 0.         0.        ],[100.]
139812,[-14024.689],3.894296374784473e+21,-106513547264.0,[0.         3.14159265 0.         0.        ],[100.]
140212,[-14024.689],3.9015491405093766e+21,-109447299072.0,[0.         3.14159265 0.         0.        ],[100.]
140612,[-14024.689],3.8222334327219877e+21,-110567538688.0,[0.         3.14159265 0.         0.        ],[100.]
141012,[-14024.689],3.974475084850457e+21,-110939078656.0,[0.         3.14159265 0.         0.        ],[100.]
